Word,Pronunciation
迫害,bik hoi
迫人,bik jan
璧玉,bik juk
碧藍,bik laam
壁畫,bik waa [bik waa]
邊,bin
鞭,bin
邊啲,bin di
邊度,bin dou
邊幅,bin fuk
邊境,bin ging
邊個,bin go
邊際,bin jai
邊有,bin jau
邊樣,bin joeng
邊緣,bin jyun
邊區,bin keui
邊廂,bin seung
邊處,bin syu
邊頭,bin tau
邊位,bin wai
扁,bin
扁桃,bin tou
變,bin
變遷,bin cin
變動,bin dung
變化,bin fa
變法,bin faat
變好,bin hou
變紅,bin hung
變臉,bin lim
變老,bin lou
變賣,bin maai
變心,bin sam
變數,bin sou
變態,bin taai
變態佬,bin taai lou
變壞,bin waai
變幻,bin waan
變為,bin wai
變回,bin wui
變樣,bin yeung
變形金剛,bin ying gam gong
變做,bin zou
辯駁,bin bok
便飯,bin faan
便利,bin lei
便利店,bin lei dim
辯論會,bin leon wui*
辯護,bin wu
便,bin|pin
兵,bing
冰,bing
冰封,bing fung
冰櫃,bing gwai
兵器,bing hei
冰冷,bing laang
冰山一角,bing saan yat gok
冰心,bing sam
冰水,bing seoi
冰雪,bing syut
冰雪聰明,bing syut cung ming
兵頭花園,bing tau faa jyun*
秉,bing
併,bing
變成,bing sing
並,bing
並不,bing bat
並不是,bing bat si
並且,bing ce
並存,bing cyun
並非,bing fei
並購,bing gau
必,bit
必定,bit ding
必經,bit ging
必經之路,bit ging ji lou
必然,bit jin
必要,bit jiu
必要時,bit jiu si
必須,bit seoi
必需,bit seoi
別,bit
別人,bit jan
別理,bit lei
別無選擇,bit mou syun jaak
別墅,bit seoi
標,biu
彪,biu
標青,biu ceng
標架,biu ga
標參,biu sam
標題,biu tai
標準,biu zeon
標誌,biu zi
標識,biu zi
表,biu
表親,biu chan
表情,biu cing
表錯情,biu co cing
表弟,biu dai
表格,biu gaak
表哥,biu go
表姑,biu gu
表兄,biu hing
表演,biu jin
表現,biu jin
表揚,biu joeng
表露,biu lou
表面,biu min
表明,biu ming
表妹,biu mui*; bui mui*
表嫂,biu sou
表叔,biu suk
表意,biu yi
表現出,biu yin cheut
表現自己,biu yin ji gei
表姐,biu ze
波,bo
坡,bo
波餅,bo beng
波幅,bo fuk
波哥大,bo go daai
波拉特,bo laai dak
玻璃,bo lei
玻璃杯,bo lei* bui
玻璃門,bo lei* mun
波羅,bo lo
波羅雞,bo lo gai
波浪,bo long
波斯,bo si
波斯貓,bo si maau
波士頓,bo si deun*
波士,bo si*
波子,bo zi
噃,bo
播,bo
播弄,bo lung
扑嘢,bok je
博,bok
搏,bok
駁,bok
膊,bok
壆,bok
搏炒,bok caau
搏大霧,bok daai mou
博亂,bok lyun
博物館,bok mat gun
搏命,bok meng
搏懵,bok mung
博士,bok si
駁嘴,bok zeoi
駁咀,bok zeoi
薄,bok
薄情,bok cing
薄弱,bok joek
幫,bong
幫,bong
邦,bong
幫辦,bong baan*
幫幫,bong bong
幫補,bong bou
幫襯,bong can
幫兇,bong hung
幫理不幫親,bong lei bat bong can
幫忙,bong mong
幫手,bong sau
幫拖,bong to
幫助,bong zo
綁,bong
榜,bong
綁架者,bong ga je
榜樣,bong joeng
磅,bong bong*
傍,bong pong
磅水,bong seoi
煲,bou
煲呔,bou taai
煲湯,bou tong
寶,bou
補,bou
保,bou
堡,bou
褓,bou
保鏢,bou biu
寶貝,bou bui
保持聯絡,bou chi lyun lok
保持,bou ci
補充,bou cung
保存,bou cyun
補飛,bou fei
補救,bou gau
保健,bou gin
保管,bou gun
寶貴,bou gwai
保險,bou him
保險公司,bou him gung si
保佑,bou jau
保值,bou jik
寶林,bou lam
保留,bou lau
保齡球,bou ling kau
寶馬,bou ma
保密,bou mat
保姆,bou mou
保你大,bou nei daai
保安,bou on
補身,bou san
保守黨,bou sau dong
補水,bou seoi
補上,bou seung
保時捷,bou si jit
保釋,bou sik
補償,bou soeng
補數,bou sou
補貼,bou tip
保衞,bou wai
補鑊,bou wok
保護,bou wu
保護國,bou wu gwok
保護主義,bou wu jyu yi
補習,bou zaap
保證,bou zing
保障,bou zoeng
保重,bou zung
報,bou
布,bou
佈,bou
埔,bou
怖,bou
報酬,bou cau
報串,bou cyun
報答,bou daap
報到,bou dou
報道,bou dou
報導,bou dou
報讀,bou duk
報復,bou fuk
報復行動,bou fuk hang dung
報警,bou ging
報告,bou gou
報告書,bou gou syu
報知,bou ji
報應,bou jing
布喇,bou la
布拉,bou laai
布羅,bou lo
報名,bou ming [bou meng]
報案,bou on
報失,bou sat
報仇,bou sau
報社,bou se
報上,bou seung
布宜諾斯艾利斯,bou yi nok si ngaai lei si
報紙,bou zi
佈置,bou zi
布置,bou zi
報章,bou zoeng
部,bou
步,bou
簿,bou
暴,bou
捕,bou
部下,bou {haa haa}
埗,bou bou*
暴躁,bou cou
部隊,bou deoi [bou deoi]
暴發,bou faat
部分時間,bou fan si gaan
部份,bou fan
部分,bou fan
步伐,bou fat
暴富,bou fu
暴風雨,bou fung jyu
簿記,bou gei
步行,bou hang
步行街,bou hang gaai
步進,bou jeun
捕魚,bou jyu
暴雨,bou jyu
暴力,bou lik
暴力事件,bou lik si gin
部落,bou lok
暴露出,bou lou cheut
部門,bou mun
暴跳,bou tiu
部位,bou wai
步入,bou yap
步驟,bou zaau
部長,bou zoeng
捕捉,bou zuk
杯,bui
盃,bui
杯葛,bui got
輩,bui
貝,bui
貝多,bui do
貝多芬,bui do fan
輩份,bui fan
背負,bui fu
背後,bui hau
背影,bui jing
背面,bui min
背囊,bui nong
背心,bui sam
貝爾,bui yi
背脊,bui zek
卜,buk
瀑布,buk bou
曝光,buk gwong
僕人,buk jan
暴露,buk lou
搬,bun
般,bun
搬出去,bun cheut heui
搬走,bun jau
搬屋,bun uk
搬運,bun wan
搬入,bun yap
本,bun
本特,bun dak
本地,bun dei
本地菜,bun dei coi
本地人,bun dei jan
本法,bun faat
本行,bun hong*
本人,bun jan
本質上,bun jat seung
本罪,bun jeui
本月,bun jyut
本領,bun ling
本來,bun loi
本能,bun nang
本生,bun saang
本身,bun san
本市,bun si
本事,bun si
本色,bun sik
本土,bun tou
本土主義,bun tou jyu yi
本土派,bun tou paai
本月底,bun yut dai
半,bun
半條人命,bun {tiu } jan {ming meng}
半步,bun bou
半點,bun dim
半昏迷,bun fan mai
半個,bun go
半個月,bun go yut
半開,bun hoi
半日,bun jat
半夜三更,bun je saam gaang
半夜,bun je/*
半路,bun lou
半年,bun nin
半年前,bun nin chin
半年多,bun nin do
半年來,bun nin loi
半年內,bun nin noi
半死,bun sei
半小時,bun siu si
半天,bun tin
半唐番,bun tong faan
半途而廢,bun tou yi fai
半晝,bun zau
叛,bun
畔,bun
伴隨,bun ceoi
伴郎,bun long*
叛亂,bun lyun
伴娘,bun noeng*
伴奏,bun zau
捧腹,bung fuk / pung fuk
埲,bung
勃,but
勃勃,but but
撥出,but ceot
撥開,but hoi
勃然,but yin
叉,caa
差不多,caa bat do
差別,caa bit
差啲,caa di
差異,caa ji
差距,caa keoi
差唔多,caa m do
叉燒,caa siu
釵,"caa,caai"
岔,caa
詫異,caa ji
䟕,"caa,zaai"
茶,caa
查,caa
茶杯,caa bui
茶餐廳,caa caan teng
查出,caa ceot
查清,caa cing
茶飯不思,caa faan bat si
茶樓,caa lau
查牌,caa paai
茶室,caa sat
查實,caa sat
查詢,caa seon
猜,caai
猜測,caai cak / caai caak
猜呈尋,caai cing /ceng cam
差館,caai gun
差餉,caai hoeng
差人,caai jan
差佬,caai lou
猜枚,caai mui*
猜想,caai soeng
踩場,caai coeng
踩單車,caai daan ce
踩,caai jaai
柴,caai
豺,caai
拆,caak
策,caak
冊,caak
拆掂,caak {dim dim dim}
拆穿,caak cyun
拆骨,caak gwat
拆開,caak hoi
策略,caak loek
拆散,caak saan
拆屋,caak uk
策劃,caak waak
賊,caak
賊臧,caak
賊贓,caak zong
參賽,caam coi
參加,caam gaa
參觀,caam gun
參考,caam haau
參與,caam jyu
慘,caam
杉,caam
懺悔,caam fui
慚,caam
蠶,caam
蠶蟲師爺,caam cung* si ye
㔆,caam
餐,caan
餐包,caan baau
餐館,caan gun
餐室,caan sat
餐廳,caan teng
鏟,caan
剷,caan
產,caan
產品,caan ban
產生,caan sang
燦爛,caan laan
殘,caan
殘廢,caan fai
殘酷,caan huk
殘忍,caan jan
殘疾,caan zat
橙,caang* caang
橙汁,caang* zap
插,caap
插隊,caap deoi*
插旗,caap kei
插嘴,caap zeoi
擦,caat
察,caat
察覺,caat gok
擦鞋,caat haai
擦鞋仔,caat haai zai
刷牙,caat ngaa
刷牙洗面,caat ngaa saimin
刷,caat saat
抄,caau
鈔,caau
抄牌,caau paai
炒,caau
吵,caau
炒飯,caau faan
炒金,caau gam
炒魷,caau jau
炒魷魚,caau jau jyu*
炒麵,caau min
炒燶,caau nung
凄,cai
淒,cai
淒涼,cai loeng
妻子,cai zi
砌,cai
齊,cai
齊全,cai cyun
齊天大聖,cai tin daai sing
測,cak / caak
測試,cak si / caak si
Call,Call
侵,cam
侵犯,cam faan
侵略,cam loek
侵蝕,cam sik
沉,cam
尋,cam
噚,cam
尋寶,cam bou
尋日,cam jat
噚日,cam jat
尋求,cam kau
尋晚,cam maan
噚晚,cam maan
沉迷,cam mai
沉默,cam mak
沉悶,cam mun
沉思,cam si
尋常,cam soeng
尋找,cam zaau
沉寂,cam zik
沉重,cam zung
親戚,can cik
親戚朋友,can cik pang jau
親情,can cing
親切,can cit
親近,can gan
親口,can hau
親人,can jan
親友,can jau
親熱,can jit
親力親為,can lik can wai
親密,can mat
親眼,can ngaan
親朋戚友,can pang cik jau
親生,can saang
親生女,can saang {neoi neoi}
親生骨肉,can saang gwat juk
親身,can san
親手,can sau
親事,can si
親自,can zi
診,can
診斷,can dyun
診所,can so
襯,can
趁,can
趁地腍,can dei nam
親家,can gaa
襯家,can gaa
襯衫,can saam
趁手,can sau
襯托,can tok
趁早,can zou
陳,can
塵,can
陳述,can seot
層,cang
層次,cang ci
曾經,cang ging
輯,cap
七,cat
柒,cat
漆,cat
七百萬,cat baak maan
七千,cat cin
七千萬,cat cin maan
七彩,cat coi
七個字,cat go zi
漆黑,cat hak
七日,cat jat
七月,cat jyut
七十,cat sap
七十九,cat sap gau
七十六,cat sap luk
七十五,cat sap ng
七十三,cat sap saam
柒頭,cat tau
柒頭皮,cat tau pei
七仔,cat zai
抽,cau
秋,cau
抽籤,cau cim
抽筋,cau gan
秋季,cau gwai
抽後腳,cau hau goek
抽煙,cau jin
秋芹,cau kan
抽水,cau seoi
抽屜,cau tai
秋天,cau tin
醜,cau
醜樣,cau joeng*
醜惡,cau ok
湊,cau
臭,cau
嗅,cau (lit) hung (coll)
臭檔,cau {dong dong}
臭八,cau baat
臭八婆,cau baat po
臭飛,cau fei
嗅覺,cau gok
臭脾氣,cau pei hei
湊仔,cau zai
酬,cau
稠,cau
囚,cau
惆,cau
籌辦,cau baan
籌備,cau bei
惆悵,cau coeng
籌款,cau fun
酬謝,cau ze
奢,ce
奢侈,ce ci
車錢,ce cin*
車程,ce cing
車大炮,ce daai paau
車道,ce dou
車費,ce fai
車飛,ce fei
車房,ce fong
車厘子,ce lei zi
車輛,ce loeng
車門,ce mun
車牌,ce paai
車死,ce sei
車廂,ce soeng
車呔,ce taai
車頭,ce tau
車禍,ce wo
車站,ce zaam
車仔,ce zai
車主,ce zyu
扯,ce
且,ce
扯火,ce fo
扯旗,ce kei
扯貓尾,ce maau mei
扯皮條,ce pei tiu*
扯線公仔,ce sin gung zai
斜,ce (lit) ce (coll)
邪惡,ce ok
赤柱,cek cyu
尺寸,cek cyun
赤字,cek zi
青菜,ceng coi
青豆,ceng dau*
青靚白淨,ceng leng baak zeng
青色,ceng sik
青頭仔,ceng tau zai
請假,ceng gaa
請客,ceng haak
請飲,ceng jam
請問,ceng man
請帖,ceng tip*
吹,ceoi
催,ceoi
摧,ceoi
吹風,ceoi {fung fung}
璀璨,ceoi caan
催促,ceoi cuk
吹雞,ceoi gai
催谷,ceoi guk
趨向,ceoi hoeng
吹咩,ceoi me
催眠,ceoi min
趨勢,ceoi sai
吹水,ceoi seoi
摧毀,ceoi wai
吹漲,ceoi zoeng
趨,"ceoi,cuk"
取,ceoi
取得,ceoi dak
取代,ceoi doi
取錄,ceoi luk
取捨,ceoi se
取勝,ceoi sing
取消,ceoi siu
取笑,ceoi siu
趣,ceoi
脆,ceoi
趣怪,ceoi gwaai
脆弱,ceoi joek
趣味,ceoi mei
趣緻,ceoi zi
除,ceoi
隨,ceoi
徐,ceoi
徐徐,ceoi ceoi
隨隨便便,ceoi ceoi bin* bin*
隨處,ceoi cyu
隨地,ceoi dei
除非,ceoi fei
隨街,ceoi gaai
除鞋,ceoi haai
隨意,ceoi ji
除了,ceoi liu
除衫,ceoi saam
隨身,ceoi san
隨手,ceoi sau
除數,ceoi sou
隨即,ceoi zik
除咗,ceoi zo
廚,"ceoi,cyu"
春,ceon
春秋,ceon cau
春袋,ceon doi
春風,ceon fung
春光,ceon gwong
春藥,ceon joek
春色,ceon sik
春宵,ceon siu
春天,ceon tin
春節,ceon zit
蠢,ceon
蠢才,ceon coi
蠢人,ceon jan
蠢豬,ceon zyu
循,ceon
巡,ceon
循例,ceon lai
巡邏,ceon lo
出,ceot
出番啖氣,ceot {faan pun} daam hei
出版,ceot baan
出版社,ceot baan se
出品,ceot ban
出便,ceot bin
出醜,ceot cau
出車,ceot ce
出千,ceot cin
出錢,ceot cin*
出錯,ceot co
出場,ceot coeng
出大差,ceot daai {caa caai ci}
出痘,ceot dau*
出啲,ceot di
出動,ceot dung
出發,ceot faat
出乎,ceot fu
出風頭,ceot fung tau
出價,ceot gaa
出嫁,ceot gaa
出街,ceot gaai
出擊,ceot gik
出境,ceot ging
出古惑,ceot gu waak
出國,ceot gwok
出口,ceot hau
出氣,ceot hei
出去,ceot heoi
出汗,ceot hon
出任,ceot jam
出人意表,ceot jan ji biu
出人頭地,ceot jan tau dei
出入,ceot jap
出入口,ceot jap hau
出現,ceot jin
出於,ceot jyu
出院,ceot jyun
出奇,ceot kei
出嚟,ceot lei/lai
出嚟撈,ceot lei/lai {lou laau }
出嚟行,ceot lei/lai haang
出嚟做,ceot lei/lai zou
出來,ceot lei/lai/loi
出力,ceot lik
出糧,ceot loeng
出路,ceot lou
出馬,ceot maa
出賣,ceot maai
出貓,ceot maau
出名,ceot meng*
出面,ceot min
出門,ceot mun
出沒,ceot mut
出納,ceot naap
出外,ceot ngoi
出年,ceot nin*
出生,ceot saang
出世,ceot sai
出身,ceot san
出神,ceot san
出手,ceot sau
出售,ceot sau
出聲,ceot seng
出術,ceot seot/*
出事,ceot si
出色,ceot sik
出雙入對,ceot soeng jap deoi
出頭,ceot tau
出位,ceot wai*
出自,ceot zi
出席,ceot zik
出租,ceot zou
差價,cha ga
岔開,cha hoi
查科,cha fo
查了,cha liu
查探,cha taam
猜度,chaai dou
踩到,chaai dou
策動,chaak dung
參拜,chaam baai
參展,chaam jin
參戰,chaam jin
參選人,chaam syun yan
參與者,chaam yu je
慘況,chaam fong
慘狀,chaam jong
產科,chaan fo
產婦,chaan fu
產業結構,chaan yip git gau
殘缺,chaan kyut
撐起,chaang hei
撐住,chaang jyu
撐船,chaang syun
插話,chaap wa
插入水中,chaap yap seui jung
剎那間,chaat na gaan
炒菜,chaau choi
炒地皮,chaau dei pei
吵醒,chaau sing
凄厲,chai lai
齊默,chai mak
齊心,chai sam
尋歡,cham fun
尋開心,cham hoi sam
尋找到,cham jaau dou
沉醉於,cham jeui yu
沉默地,cham mak dei
親筆寫,chan bat se
親兄弟,chan hing dai
親密朋友,chan mat pang yau
親身經歷,chan san ging lik
親疏,chan so
親熱地,chan yit dei
陳百祥,chan baak cheung
陳冠希,chan gun hei
陳小春,chan siu cheun
層出,chang cheut
層疊,chang dip
層樓,chang lau
七七,chat chat
七情,chat ching
七級浮屠,chat kap fau tou
七星,chat sing
七月份,chat yut fan
抽搐,chau chuk
抽身,chau san
臭氣,chau hei
臭味,chau mei
籌謀,chau mau
車窗,che cheung
車場,che cheung
奢侈品,che chi ban
車速,che chuk
車條,che tiu
扯開,che hoi
斜對,che deui
邪念,che nim
赤誠,chek sing
請坐,cheng cho
請注意,cheng jyu yi
請人,cheng yan
吹出,cheui cheut
催化,cheui fa
催化劑,cheui fa jai
催淚彈,cheui leui daan*
取經,cheui ging
取下,cheui ha
取回,cheui wui
取悅,cheui yut
脆脆,cheui cheui
趣劇,cheui kek
徐徐地,cheui cheui dei
隨之,cheui ji
徐志摩,cheui ji mo
隨其,cheui kei
春風滿面,cheun fung mun min
槍殺,cheung saat
搶錢,cheung chin
搶到,cheung dou
搶險,cheung him
搶佔,cheung jim
唱腔,cheung hong
暢所欲言,cheung so yuk yin
唱和,cheung wo
長髮,cheung faat
長假,cheung ga
場館,cheung gun
長龍,cheung lung
長年,cheung nin
長跑,cheung paau
長篇,cheung pin
長篇大論,cheung pin daai leun
詳述,cheung seut
長時間,cheung si gaan
長頭,cheung tau
長條,cheung tiu
長途車,cheung tou che
腸胃,cheung wai
出發地,cheut faat dei
出鏡,cheut geng
出行,cheut hang
出口國,cheut hau gwok
出去了,cheut heui liu
出資,cheut ji
出戰,cheut jin
出招,cheut jiu
出眾,cheut jung
出問題,cheut man tai
出新,cheut san
出人命,cheut yan ming
此處,chi chyu
此道,chi dou
此類,chi leui
刺穿,chi chyun
次大陸,chi daai luk
次等,chi dang
次經,chi ging
次長,chi jeung
刺眼,chi ngaan
刺探,chi taam
慈悲為懷,chi bei wai waai
磁場,chi cheung
詞典,chi din
慈母,chi mou
持平,chi ping
慈善拍賣,chi sin paak maai
詞性,chi sing
似花,chi fa
似真,chi jan
似蠟,chi laap
戚戚,chik chik
簽合同,chim hap tung
簽好,chim hou
簽字儀式,chim ji yi sik
潛意識,chim yi sik
千里,chin lei
千年,chin nin
千年前,chin nin chin
千億,chin yik
錢糧,chin leung
前擺,chin baai
前前後後,chin chin hau hau
前幾年,chin gei nin
前件,chin gin
前行,chin hang
前傾,chin king
前男友,chin naam yau
前女朋友,chin neui pang yau
前女友,chin neui yau
前市,chin si
前嫌,chin yim
纏擾,chin yiu
清兵,ching bing
青青,ching ching
清朝,ching chiu
青松,ching chung
青島,ching dou
青島啤酒,ching dou be jau
清潔工人,ching git gung yan
清政府,ching jing fu
清麗,ching lai
清理垃圾,ching lei laap saap
青年才俊,ching nin choi jeun
青銅,ching tung
青雲,ching wan
情急之下,ching gap ji ha
情境,ching ging
情結,ching git
情網,ching mong
情事,ching si
情投意合,ching tau yi hap
情話,ching wa
情有可原,ching yau ho yun
呈現出,ching yin cheut
切除,chit cheui
切齒,chit chi
切切,chit chit
切分,chit fan
設計出,chit gai cheut
設計家,chit gai ga
設下,chit ha
切入,chit yap
切要,chit yiu
超乎,chiu fu
超齡,chiu ling
超額認,chiu ngaak ying
超額認購,chiu ngaak ying kau
超我,chiu ngo
超生,chiu saang
悄然,chiu yin
朝見,chiu gin
朝向,chiu heung
潮州,chiu jau
錯車,cho che
錯處,cho chyu
錯地,cho dei
錯估,cho gu
錯漏,cho lau
錯亂,cho lyun
坐坐,cho cho
坐電梯,cho din tai
坐落,cho lok
坐上,cho seung
坐一坐,cho yat cho
賽龍舟,choi lung jau
菜農,choi nung
菜市,choi si
財政赤字,choi jing chek ji
財政收入,choi jing sau yap
蒼老,chong lou
創出,chong cheut
創價學會,chong ga hok wui
創造出,chong jou cheut
創業板,chong yip baan
藏身,chong san
操之過急,chou ji gwo gap
草草,chou chou
措手,chou sau
曹操,chou chou
衝口而出,chung hau yi cheut
衝進,chung jeun
充值,chung jik
聰明地,chung ming dei
聰明人,chung ming yan
充滿信心,chung mun seun sam
充滿活力,chung mun wut lik
充數,chung sou
重覆,chung fuk
松果,chung gwo
從開始,chung hoi chi
重行,chung hong
從來都不,chung loi dou bat
從內部,chung noi bou
從心所欲,chung sam so yuk
從頭到腳,chung tau dou geuk
重又,chung yau
重於,chung yu
處女座,chyu neui* jo
處女膜,chyu neui* mok*
儲物,chyu mat
貯物,chyu mat
處事,chyu si
穿穿,chyun chyun
穿過,chyun gwo
穿上,chyun seung
喘氣聲,chyun hei sing
串串,chyun chyun
寸金難買寸光陰,chyun gam naan maai chyun gwong yam
串燒,chyun siu
全班,chyun baan
傳唱,chyun cheung
全場,chyun cheung
傳到,chyun dou
全非,chyun fei
全家人,chyun ga yan
全軍,chyun gwan
全國各,chyun gwok gok
傳開,chyun hoi
全責,chyun jaak
全知,chyun ji
存折,chyun jit
存在於,chyun joi yu
全球最大,chyun kau jeui daai
傳來,chyun loi
